person_id;trip_index;preceding_activity_index;following_activity_index;departure_time;arrival_time;preceding_purpose;following_purpose;is_first;is_last
729385;2;2;3;48092.0;48692.0;home;education;False;False
729385;3;3;4;63392.0;63992.0;education;home;False;True
732433;0;0;1;77359.0;77959.0;leisure;leisure;True;False
732433;1;1;2;78019.0;78559.0;leisure;home;False;True
732434;0;0;1;30507.0;31407.0;home;other;True;False
732434;1;1;2;32007.0;32367.0;other;work;False;False
732434;2;2;3;44907.0;45507.0;work;leisure;False;False
732434;3;3;4;49407.0;50007.0;leisure;work;False;False
732434;4;4;5;64407.0;65007.0;work;other;False;False
732434;5;5;6;65607.0;66507.0;other;other;False;False
732434;6;6;7;66807.0;67407.0;other;home;False;True
732435;0;0;1;54314.0;54914.0;leisure;leisure;True;False
732435;1;1;2;61514.0;62114.0;leisure;home;False;True
732436;0;0;1;30006.0;32106.0;home;work;True;False
732436;1;1;2;75006.0;76806.0;work;home;False;True
735165;0;0;1;32793.0;33033.0;home;other;True;False
735165;1;1;2;33633.0;34653.0;other;shop;False;False
735165;2;2;3;37953.0;39213.0;shop;home;False;False
735165;3;3;4;43353.0;43893.0;home;work;False;False
735165;4;4;5;62253.0;62853.0;work;other;False;False
735165;5;5;6;63693.0;64053.0;other;home;False;False
735165;6;6;7;66753.0;67173.0;home;shop;False;False
735165;7;7;8;67953.0;68433.0;shop;home;False;True
735166;0;0;1;32085.0;33285.0;home;leisure;True;False
735166;1;1;2;40785.0;42585.0;leisure;home;False;False
735166;2;2;3;60585.0;61785.0;home;leisure;False;False
735166;3;3;4;65985.0;67185.0;leisure;home;False;True
735167;0;0;1;25886.0;26486.0;home;other;True;False
735167;1;1;2;26546.0;27386.0;other;work;False;False
735167;2;2;3;63386.0;64886.0;work;home;False;True
735168;0;0;1;31416.0;32256.0;home;education;True;False
735168;1;1;2;43656.0;43956.0;education;home;False;False
735168;2;2;3;49596.0;50496.0;home;education;False;False
735168;3;3;4;65556.0;66996.0;education;home;False;False
735168;4;4;5;68016.0;69096.0;home;shop;False;False
735168;5;5;6;69576.0;70776.0;shop;home;False;True
735673;0;0;1;55706.0;56006.0;home;leisure;True;False
735673;1;1;2;69206.0;70406.0;leisure;leisure;False;False
735673;2;2;3;79406.0;80606.0;leisure;home;False;True
740085;0;0;1;22362.0;24162.0;home;education;True;False
740085;1;1;2;60162.0;61962.0;education;home;False;True
740086;0;0;1;26054.0;27974.0;home;education;True;False
740086;1;1;2;29054.0;29654.0;education;education;False;False
740086;2;2;3;35054.0;35654.0;education;education;False;False
740086;3;3;4;60254.0;60854.0;education;home;False;True
740087;0;0;1;25185.0;26985.0;home;education;True;False
740087;1;1;2;61185.0;62685.0;education;home;False;True
740088;0;0;1;26141.0;26741.0;home;work;True;False
740088;1;1;2;46241.0;47141.0;work;home;False;False
740088;2;2;3;58541.0;59141.0;home;shop;False;False
740088;3;3;4;63941.0;64541.0;shop;home;False;False
740088;4;4;5;69341.0;70541.0;home;leisure;False;True
741005;0;0;1;25400.0;27200.0;home;work;True;False
741005;1;1;2;60200.0;62000.0;work;home;False;True
745737;0;0;1;39862.0;40462.0;home;leisure;True;False
745737;1;1;2;57862.0;58462.0;leisure;home;False;True
745755;0;0;1;64363.0;64963.0;home;other;True;False
745755;1;1;2;65563.0;66163.0;other;home;False;True
746218;0;0;1;44860.0;46660.0;home;shop;True;False
746218;1;1;2;49360.0;49660.0;shop;shop;False;False
746218;2;2;3;53860.0;54760.0;shop;shop;False;False
746218;3;3;4;59260.0;61060.0;shop;home;False;True
747656;0;0;1;46003.0;46903.0;home;work;True;False
747656;1;1;2;76603.0;77803.0;work;home;False;True
747657;0;0;1;27374.0;28934.0;home;work;True;False
747657;1;1;2;46694.0;47174.0;work;leisure;False;False
747657;2;2;3;48914.0;49574.0;leisure;work;False;False
747657;3;3;4;67394.0;68594.0;work;home;False;True
747658;0;0;1;27832.0;28732.0;work;home;True;False
747658;1;1;2;58432.0;58732.0;home;other;False;False
747658;2;2;3;59632.0;60232.0;other;home;False;False
747658;3;3;4;67432.0;67732.0;home;other;False;False
747658;4;4;5;68332.0;68932.0;other;work;False;True
753735;0;0;1;27088.0;29788.0;home;leisure;True;False
753735;1;1;2;64888.0;66688.0;leisure;home;False;True
753736;0;0;1;35127.0;36027.0;home;shop;True;False
753736;1;1;2;36927.0;37827.0;shop;home;False;True
754748;0;0;1;29976.0;30096.0;home;education;True;False
754748;1;1;2;57276.0;57576.0;education;home;False;True
754750;0;0;1;22230.0;23130.0;home;work;True;False
754750;1;1;2;23430.0;25230.0;work;work;False;False
754750;2;2;3;54030.0;55830.0;work;work;False;False
754750;3;3;4;55890.0;56730.0;work;home;False;True
759612;0;0;1;31398.0;31998.0;home;education;True;False
759612;1;1;2;35898.0;37098.0;education;leisure;False;False
759612;2;2;3;42198.0;43698.0;leisure;education;False;False
759612;3;3;4;57498.0;61098.0;education;home;False;True
759613;0;0;1;25569.0;26169.0;home;work;True;False
759613;1;1;2;34569.0;35169.0;work;home;False;False
759613;2;2;3;48069.0;49269.0;home;home;False;False
759613;3;3;4;49569.0;49869.0;home;other;False;False
759613;4;4;5;50169.0;50469.0;other;home;False;False
759613;5;5;6;58869.0;59469.0;home;other;False;False
759613;6;6;7;60069.0;60369.0;other;other;False;False
759613;7;7;8;60969.0;61569.0;other;home;False;False
759613;8;8;9;62469.0;62769.0;home;other;False;False
759613;9;9;10;64269.0;64869.0;other;home;False;False
759613;10;10;11;68769.0;69369.0;home;shop;False;False
759613;11;11;12;69969.0;70569.0;shop;home;False;True
759614;0;0;1;60923.0;64523.0;home;leisure;True;False
759614;1;1;2;69923.0;73523.0;leisure;home;False;True
759615;0;0;1;26333.0;28253.0;home;education;True;False
759615;1;1;2;29333.0;29933.0;education;education;False;False
759615;2;2;3;35333.0;35933.0;education;education;False;False
759615;3;3;4;60533.0;61133.0;education;home;False;True
759931;0;0;1;29667.0;30267.0;home;leisure;True;False
759931;1;1;2;37767.0;38367.0;leisure;home;False;False
759931;2;2;3;73467.0;73767.0;home;leisure;False;False
759931;3;3;4;80067.0;80367.0;leisure;home;False;True
761655;0;0;1;24322.0;28822.0;home;work;True;False
761655;1;1;2;41422.0;45922.0;work;work;False;False
761655;2;2;3;48622.0;50422.0;work;work;False;False
761655;3;3;4;57622.0;59422.0;work;home;False;True
762037;0;0;1;49807.0;50707.0;home;leisure;True;False
762037;1;1;2;64207.0;65107.0;leisure;home;False;True
762402;0;0;1;37041.0;37941.0;home;shop;True;False
762402;1;1;2;40641.0;41541.0;shop;home;False;False
762402;2;2;3;44241.0;46041.0;home;leisure;False;False
762402;3;3;4;56841.0;58641.0;leisure;home;False;True
762403;0;0;1;35515.0;35755.0;home;other;True;False
762403;1;1;2;49255.0;49375.0;other;leisure;False;True
762404;0;0;1;44192.0;44492.0;home;other;True;False
762404;1;1;2;44792.0;45092.0;other;home;False;False
762404;2;2;3;53792.0;54092.0;home;other;False;False
762404;3;3;4;54392.0;54992.0;other;other;False;False
762404;4;4;5;57392.0;57992.0;other;shop;False;False
762404;5;5;6;61892.0;62492.0;shop;other;False;False
762404;6;6;7;62792.0;63092.0;other;home;False;False
762404;7;7;8;67292.0;67892.0;home;other;False;False
762404;8;8;9;68192.0;68792.0;other;home;False;True
762405;0;0;1;31070.0;31670.0;home;leisure;True;False
762405;1;1;2;60770.0;61370.0;leisure;home;False;False
762405;2;2;3;63470.0;64070.0;home;leisure;False;False
762405;3;3;4;64970.0;65990.0;leisure;home;False;True
763543;0;0;1;32397.0;32997.0;home;work;True;False
763543;1;1;2;63297.0;63897.0;work;home;False;True
766183;0;0;1;76363.0;76963.0;leisure;leisure;True;False
766183;1;1;2;77023.0;77563.0;leisure;home;False;True
766184;0;0;1;40878.0;41178.0;home;leisure;True;False
766184;1;1;2;46878.0;48078.0;leisure;education;False;False
766184;2;2;3;66678.0;67878.0;education;education;False;False
766184;3;3;4;68178.0;68478.0;education;home;False;True
766185;0;0;1;36989.0;39689.0;home;leisure;True;False
766185;1;1;2;63089.0;64169.0;leisure;home;False;False
766185;2;2;3;64889.0;65249.0;home;shop;False;False
766185;3;3;4;66389.0;67109.0;shop;home;False;True
766857;0;0;1;29497.0;31897.0;home;work;True;False
766857;1;1;2;67597.0;69157.0;work;home;False;True
768548;0;0;1;35716.0;36616.0;home;shop;True;False
768548;1;1;2;37516.0;38416.0;shop;home;False;True
768549;0;0;1;30090.0;32790.0;home;leisure;True;False
768549;1;1;2;67890.0;69690.0;leisure;home;False;True
770048;0;0;1;25470.0;27270.0;work;home;True;False
770048;1;1;2;61170.0;61410.0;home;other;False;False
770048;2;2;3;62070.0;62310.0;other;home;False;True
770049;0;0;1;24684.0;26484.0;home;work;True;False
770049;1;1;2;31284.0;31584.0;work;work;False;False
770049;2;2;3;66384.0;68484.0;work;home;False;True
772051;0;0;1;28309.0;30469.0;home;work;True;False
772051;1;1;2;44569.0;45829.0;work;work;False;False
772051;2;2;3;58969.0;60649.0;work;work;False;False
772051;3;3;4;62569.0;64669.0;work;home;False;True
772052;0;0;1;57449.0;59849.0;work;home;True;False
772052;1;1;2;97049.0;98849.0;home;work;False;True
772053;0;0;1;57662.0;61262.0;home;leisure;True;False
772053;1;1;2;66662.0;70262.0;leisure;home;False;True
772288;0;0;1;30727.0;30907.0;home;education;True;False
772288;1;1;2;42367.0;42547.0;education;home;False;False
772288;2;2;3;48487.0;48667.0;home;education;False;False
772288;3;3;4;60187.0;60307.0;education;home;False;True
773312;0;0;1;53354.0;55454.0;home;work;True;False
773312;1;1;2;67754.0;69854.0;work;home;False;True
773313;0;0;1;25532.0;27332.0;home;education;True;False
773313;1;1;2;61532.0;63032.0;education;home;False;True
773314;0;0;1;38436.0;38856.0;home;shop;True;False
773314;1;1;2;43356.0;43836.0;shop;home;False;False
773314;2;2;3;52836.0;53316.0;home;shop;False;False
773314;3;3;4;54576.0;55056.0;shop;shop;False;False
773314;4;4;5;56856.0;56976.0;shop;other;False;False
773314;5;5;6;57156.0;57456.0;other;home;False;True
773315;0;0;1;31845.0;32145.0;home;other;True;False
773315;1;1;2;32445.0;32745.0;other;home;False;True
773316;0;0;1;28121.0;28721.0;home;education;True;False
773316;1;1;2;63521.0;64421.0;education;home;False;True
776960;0;0;1;37357.0;37417.0;home;shop;True;False
776960;1;1;2;39157.0;39517.0;shop;shop;False;False
776960;2;2;3;42157.0;42757.0;shop;home;False;True
777911;0;0;1;33858.0;35058.0;home;work;True;False
777911;1;1;2;44658.0;45258.0;work;other;False;False
777911;2;2;3;47658.0;48258.0;other;work;False;False
777911;3;3;4;65658.0;65958.0;work;other;False;False
777911;4;4;5;66018.0;68658.0;other;home;False;True
777912;0;0;1;24744.0;26544.0;home;education;True;False
777912;1;1;2;60744.0;62244.0;education;home;False;True
777913;0;0;1;29383.0;29683.0;home;education;True;False
777913;1;1;2;43783.0;44083.0;education;home;False;False
777913;2;2;3;50983.0;51283.0;home;education;False;False
777913;3;3;4;58183.0;58483.0;education;home;False;True
777914;0;0;1;34525.0;35425.0;home;shop;True;False
777914;1;1;2;38125.0;39025.0;shop;home;False;False
777914;2;2;3;41725.0;43525.0;home;leisure;False;False
777914;3;3;4;54325.0;56125.0;leisure;home;False;True
778467;0;0;1;45230.0;47030.0;home;leisure;True;False
778467;1;1;2;66830.0;68630.0;leisure;home;False;True
778468;0;0;1;50421.0;52221.0;home;shop;True;False
778468;1;1;2;54021.0;55821.0;shop;home;False;True
778673;0;0;1;55560.0;57360.0;home;leisure;True;False
778673;1;1;2;57360.0;59160.0;leisure;home;False;True
779613;0;0;1;47336.0;48236.0;home;home;True;False
779613;1;1;2;50936.0;51836.0;home;home;False;False
779613;2;2;3;58136.0;59036.0;home;home;False;False
779613;3;3;4;59936.0;60836.0;home;home;False;True
779614;0;0;1;25450.0;26650.0;home;leisure;True;False
779614;1;1;2;38050.0;39250.0;leisure;home;False;False
779614;2;2;3;50650.0;51850.0;home;shop;False;False
779614;3;3;4;54250.0;55150.0;shop;home;False;False
779614;4;4;5;56050.0;56650.0;home;leisure;False;False
779614;5;5;6;63250.0;64150.0;leisure;home;False;True
780680;0;0;1;19415.0;19775.0;home;work;True;False
780680;1;1;2;46415.0;46715.0;work;home;False;False
780680;2;2;3;52415.0;53615.0;home;shop;False;False
780680;3;3;4;57815.0;58715.0;shop;home;False;False
780680;4;4;5;59615.0;59735.0;home;other;False;False
780680;5;5;6;60215.0;60395.0;other;home;False;True
780681;0;0;1;52809.0;54909.0;home;work;True;False
780681;1;1;2;67209.0;69309.0;work;home;False;True
780682;0;0;1;36489.0;36909.0;home;shop;True;False
780682;1;1;2;41409.0;41889.0;shop;home;False;False
780682;2;2;3;50889.0;51369.0;home;shop;False;False
780682;3;3;4;52629.0;53109.0;shop;shop;False;False
780682;4;4;5;54909.0;55029.0;shop;other;False;False
780682;5;5;6;55209.0;55509.0;other;home;False;True
783980;0;0;1;37462.0;38362.0;home;shop;True;False
783980;1;1;2;39262.0;40162.0;shop;home;False;True
785396;0;0;1;31611.0;31791.0;home;work;True;False
785396;1;1;2;43011.0;43191.0;work;home;False;False
785396;2;2;3;49611.0;49791.0;home;work;False;False
785396;3;3;4;68211.0;68391.0;work;home;False;True
785397;0;0;1;26483.0;27203.0;home;work;True;False
785397;1;1;2;41003.0;41723.0;work;home;False;True
787855;0;0;1;39295.0;41095.0;home;leisure;True;False
787855;1;1;2;41155.0;43315.0;leisure;home;False;False
787855;2;2;3;50995.0;51715.0;home;leisure;False;False
787855;3;3;4;65395.0;66295.0;leisure;home;False;True
789581;0;0;1;29708.0;29888.0;home;other;True;False
789581;1;1;2;30908.0;31508.0;other;work;False;False
789581;2;2;3;43208.0;43508.0;work;home;False;False
789581;3;3;4;49808.0;50108.0;home;work;False;False
789581;4;4;5;74108.0;74408.0;work;home;False;True
789582;0;0;1;35673.0;36573.0;home;shop;True;False
789582;1;1;2;39873.0;40773.0;shop;home;False;False
789582;2;2;3;48273.0;48873.0;home;leisure;False;False
789582;3;3;4;56673.0;57273.0;leisure;home;False;True
789583;0;0;1;42221.0;42521.0;home;leisure;True;False
789583;1;1;2;48221.0;49421.0;leisure;education;False;False
789583;2;2;3;68021.0;69221.0;education;education;False;False
789583;3;3;4;69521.0;69821.0;education;home;False;True
792406;0;0;1;28520.0;29420.0;work;home;True;False
792406;1;1;2;69020.0;69620.0;home;work;False;True
792438;0;0;1;45604.0;46384.0;home;other;True;False
792438;1;1;2;49324.0;49984.0;other;home;False;True
792439;0;0;1;31561.0;32461.0;home;work;True;False
792439;1;1;2;38761.0;39661.0;work;home;False;False
792439;2;2;3;49561.0;50761.0;home;work;False;False
792439;3;3;4;56761.0;58261.0;work;home;False;False
792439;4;4;5;60361.0;60661.0;home;work;False;False
792439;5;5;6;63961.0;64261.0;work;home;False;True
796717;0;0;1;46110.0;47910.0;home;leisure;True;False
796717;1;1;2;67710.0;69510.0;leisure;home;False;True
796718;0;0;1;58238.0;60038.0;home;other;True;False
796718;1;1;2;60638.0;62738.0;other;home;False;True
797818;0;0;1;32937.0;33237.0;home;leisure;True;False
797818;1;1;2;35937.0;36237.0;leisure;home;False;True
798133;0;0;1;31967.0;32567.0;home;other;True;False
798133;1;1;2;33167.0;33467.0;other;home;False;False
798133;2;2;3;41867.0;42167.0;home;other;False;False
798133;3;3;4;43967.0;44267.0;other;home;False;True
805818;0;0;1;24514.0;25234.0;home;work;True;False
805818;1;1;2;50614.0;51274.0;work;home;False;False
805818;2;2;3;64414.0;65794.0;home;other;False;False
805818;3;3;4;68254.0;69274.0;other;home;False;True
805915;0;0;1;28309.0;30709.0;home;work;True;False
805915;1;1;2;60109.0;62809.0;work;home;False;True
809825;0;0;1;56805.0;61305.0;home;leisure;True;False
809825;1;1;2;61305.0;65805.0;leisure;home;False;True
809826;0;0;1;42148.0;43048.0;home;leisure;True;True
818879;0;0;1;35679.0;36879.0;home;shop;True;False
818879;1;1;2;40479.0;41379.0;shop;home;False;True
819695;0;0;1;32011.0;32191.0;home;education;True;False
819695;1;1;2;43651.0;43831.0;education;home;False;False
819695;2;2;3;49771.0;49951.0;home;education;False;False
819695;3;3;4;61471.0;61591.0;education;home;False;True
819696;0;0;1;25037.0;27737.0;home;work;True;False
819696;1;1;2;46637.0;49337.0;work;home;False;False
819696;2;2;3;56537.0;56837.0;home;shop;False;False
819696;3;3;4;57737.0;58037.0;shop;home;False;True
819697;0;0;1;40173.0;42873.0;home;leisure;True;False
819697;1;1;2;43173.0;43473.0;leisure;leisure;False;False
819697;2;2;3;50973.0;51273.0;leisure;home;False;True
820249;0;0;1;57382.0;61882.0;home;leisure;True;False
820249;1;1;2;61882.0;66382.0;leisure;home;False;True
822454;0;0;1;40066.0;41386.0;home;leisure;True;False
822454;1;1;2;41446.0;42766.0;leisure;home;False;False
822454;2;2;3;49186.0;50266.0;home;other;False;False
822454;3;3;4;51046.0;51706.0;other;shop;False;False
822454;4;4;5;54946.0;55906.0;shop;home;False;True
822901;0;0;1;30330.0;32430.0;home;work;True;False
822901;1;1;2;71730.0;72630.0;work;home;False;True
822902;0;0;1;61585.0;63385.0;home;leisure;True;False
822902;1;1;2;76885.0;78085.0;leisure;home;False;True
822903;0;0;1;32349.0;32469.0;home;education;True;False
822903;1;1;2;61449.0;61569.0;education;home;False;True
822904;0;0;1;30505.0;30865.0;home;education;True;False
822904;1;1;2;42625.0;42985.0;education;home;False;False
822904;2;2;3;50005.0;50425.0;home;education;False;False
822904;3;3;4;62305.0;62665.0;education;home;False;False
822904;4;4;5;62905.0;63205.0;home;shop;False;False
822904;5;5;6;65005.0;65305.0;shop;home;False;True
822905;0;0;1;33054.0;33234.0;home;education;True;False
822905;1;1;2;44694.0;44874.0;education;home;False;False
822905;2;2;3;50814.0;50994.0;home;education;False;False
822905;3;3;4;62514.0;62634.0;education;home;False;True
822906;0;0;1;29658.0;30258.0;home;work;True;False
822906;1;1;2;71058.0;71658.0;work;home;False;True
824436;0;0;1;28636.0;30796.0;home;work;True;False
824436;1;1;2;44896.0;46156.0;work;work;False;False
824436;2;2;3;59296.0;60976.0;work;work;False;False
824436;3;3;4;62896.0;64996.0;work;home;False;True
824437;0;0;1;28786.0;29686.0;work;home;True;False
824437;1;1;2;69286.0;69886.0;home;work;False;True
824438;0;0;1;22953.0;24453.0;home;leisure;True;False
824438;1;1;2;25353.0;25953.0;leisure;work;False;False
824438;2;2;3;57753.0;59553.0;work;home;False;False
824438;3;3;4;81153.0;82053.0;home;leisure;False;False
824438;4;4;5;82053.0;82953.0;leisure;home;False;True
824439;0;0;1;24292.0;26092.0;home;work;True;False
824439;1;1;2;59092.0;60892.0;work;home;False;True
826075;0;0;1;31482.0;31962.0;shop;shop;True;False
826075;1;1;2;33642.0;34722.0;shop;home;False;True
826534;0;0;1;67340.0;68540.0;home;leisure;True;False
826534;1;1;2;78140.0;79340.0;leisure;home;False;True
826535;0;0;1;37205.0;38405.0;home;leisure;True;False
826535;1;1;2;44405.0;45605.0;leisure;home;False;True
835837;0;0;1;63663.0;64563.0;home;leisure;True;False
835837;1;1;2;64623.0;66063.0;leisure;home;False;True
835838;0;0;1;36255.0;36375.0;home;shop;True;False
835838;1;1;2;36615.0;37455.0;shop;shop;False;False
835838;2;2;3;38955.0;39375.0;shop;shop;False;False
835838;3;3;4;39615.0;40035.0;shop;home;False;False
835838;4;4;5;59775.0;60195.0;home;other;False;False
835838;5;5;6;61395.0;61815.0;other;home;False;True
836586;0;0;1;53144.0;53384.0;home;other;True;False
836586;1;1;2;58304.0;58484.0;other;shop;False;False
836586;2;2;3;59984.0;60344.0;shop;home;False;True
836587;0;0;1;24347.0;26147.0;home;education;True;False
836587;1;1;2;60347.0;61847.0;education;home;False;True
836588;0;0;1;27356.0;29456.0;home;work;True;False
836588;1;1;2;72356.0;74156.0;work;home;False;True
837356;0;0;1;28316.0;28436.0;home;other;True;False
837356;1;1;2;28496.0;30116.0;other;other;False;False
837356;2;2;3;30176.0;30236.0;other;work;False;False
837356;3;3;4;44876.0;45056.0;work;leisure;False;False
837356;4;4;5;48476.0;48716.0;leisure;work;False;False
837356;5;5;6;66176.0;67616.0;work;home;False;True
837357;0;0;1;30214.0;30814.0;home;education;True;False
837357;1;1;2;34714.0;35914.0;education;leisure;False;False
837357;2;2;3;41014.0;42514.0;leisure;education;False;False
837357;3;3;4;56314.0;59914.0;education;home;False;True
837358;0;0;1;30500.0;31340.0;home;education;True;False
837358;1;1;2;65000.0;65540.0;education;home;False;False
837358;2;2;3;72200.0;78500.0;home;leisure;False;True
837359;0;0;1;29866.0;30166.0;home;work;True;False
837359;1;1;2;46366.0;46666.0;work;home;False;False
837359;2;2;3;49966.0;50266.0;home;work;False;False
837359;3;3;4;63166.0;63466.0;work;home;False;True
838128;0;0;1;57600.0;60000.0;work;home;True;False
838128;1;1;2;97200.0;99000.0;home;work;False;True
838129;0;0;1;31191.0;31491.0;home;work;True;False
838129;1;1;2;63291.0;63591.0;work;home;False;True
838130;0;0;1;29685.0;30045.0;home;education;True;False
838130;1;1;2;41805.0;42165.0;education;home;False;False
838130;2;2;3;49185.0;49605.0;home;education;False;False
838130;3;3;4;61485.0;61845.0;education;home;False;False
838130;4;4;5;62085.0;62385.0;home;shop;False;False
838130;5;5;6;64185.0;64485.0;shop;home;False;True
838131;0;0;1;27721.0;30421.0;home;work;True;False
838131;1;1;2;54961.0;55621.0;work;work;False;False
838131;2;2;3;55801.0;56521.0;work;work;False;False
838131;3;3;4;64921.0;67321.0;work;home;False;True
839107;0;0;1;28717.0;29317.0;home;education;True;False
839107;1;1;2;60817.0;62017.0;education;leisure;False;False
839107;2;2;3;66217.0;67117.0;leisure;home;False;True
839108;0;0;1;26220.0;27780.0;home;work;True;False
839108;1;1;2;45540.0;46020.0;work;leisure;False;False
839108;2;2;3;47760.0;48420.0;leisure;work;False;False
839108;3;3;4;66240.0;67440.0;work;home;False;True
840305;0;0;1;31011.0;31191.0;home;work;True;False
840305;1;1;2;59811.0;59991.0;work;home;False;False
840305;2;2;3;60711.0;65211.0;home;leisure;False;False
840305;3;3;4;65511.0;65811.0;leisure;home;False;True
840477;0;0;1;37574.0;38474.0;home;other;True;False
840477;1;1;2;39374.0;41174.0;other;home;False;False
840477;2;2;3;53774.0;54974.0;home;leisure;False;False
840477;3;3;4;67274.0;69374.0;leisure;home;False;True
841557;0;0;1;31535.0;31655.0;home;education;True;False
841557;1;1;2;60635.0;60755.0;education;home;False;True
841558;0;0;1;25025.0;26825.0;home;education;True;False
841558;1;1;2;62825.0;64625.0;education;home;False;True
841559;0;0;1;31931.0;32171.0;home;other;True;False
841559;1;1;2;32771.0;33791.0;other;shop;False;False
841559;2;2;3;37091.0;38351.0;shop;home;False;False
841559;3;3;4;42491.0;43031.0;home;work;False;False
841559;4;4;5;61391.0;61991.0;work;other;False;False
841559;5;5;6;62831.0;63191.0;other;home;False;False
841559;6;6;7;65891.0;66311.0;home;shop;False;False
841559;7;7;8;67091.0;67571.0;shop;home;False;True
841560;0;0;1;26653.0;28453.0;home;education;True;False
841560;1;1;2;62653.0;64153.0;education;home;False;True
844870;0;0;1;30619.0;30919.0;home;other;True;False
844870;1;1;2;31279.0;31579.0;other;home;False;False
844870;2;2;3;57679.0;58039.0;home;other;False;False
844870;3;3;4;58459.0;58759.0;other;home;False;True
844871;0;0;1;27966.0;28806.0;home;education;True;False
844871;1;1;2;40206.0;40506.0;education;home;False;False
844871;2;2;3;46146.0;47046.0;home;education;False;False
844871;3;3;4;62106.0;63546.0;education;home;False;False
844871;4;4;5;64566.0;65646.0;home;shop;False;False
844871;5;5;6;66126.0;67326.0;shop;home;False;True
844872;0;0;1;28306.0;28906.0;home;education;True;False
844872;1;1;2;43606.0;44206.0;education;home;False;True
844873;0;0;1;25350.0;27150.0;home;work;True;False
844873;1;1;2;59550.0;61350.0;work;home;False;True
845338;0;0;1;38210.0;38510.0;home;shop;True;False
845338;1;1;2;39410.0;39710.0;shop;home;False;False
845338;2;2;3;40310.0;40910.0;home;leisure;False;False
845338;3;3;4;42710.0;43310.0;leisure;home;False;False
845338;4;4;5;58010.0;59510.0;home;leisure;False;False
845338;5;5;6;67010.0;68810.0;leisure;home;False;True
845339;0;0;1;56057.0;57857.0;home;shop;True;False
845339;1;1;2;65957.0;67757.0;shop;home;False;True
849465;0;0;1;29712.0;30732.0;home;leisure;True;False
849465;1;1;2;45132.0;46032.0;leisure;home;False;False
849465;2;2;3;50832.0;51732.0;home;leisure;False;False
849465;3;3;4;71532.0;72552.0;leisure;home;False;True
850275;0;0;1;39096.0;40896.0;home;leisure;True;False
850275;1;1;2;40956.0;43116.0;leisure;home;False;False
850275;2;2;3;50796.0;51516.0;home;leisure;False;False
850275;3;3;4;65196.0;66096.0;leisure;home;False;True
850276;0;0;1;46044.0;47844.0;home;leisure;True;False
850276;1;1;2;67644.0;69444.0;leisure;home;False;True
855531;0;0;1;45577.0;45877.0;home;other;True;False
855531;1;1;2;46177.0;46477.0;other;home;False;False
855531;2;2;3;55177.0;55477.0;home;other;False;False
855531;3;3;4;55777.0;56377.0;other;other;False;False
855531;4;4;5;58777.0;59377.0;other;shop;False;False
855531;5;5;6;63277.0;63877.0;shop;other;False;False
855531;6;6;7;64177.0;64477.0;other;home;False;False
855531;7;7;8;68677.0;69277.0;home;other;False;False
855531;8;8;9;69577.0;70177.0;other;home;False;True
855532;0;0;1;28354.0;29854.0;home;work;True;False
855532;1;1;2;64354.0;66154.0;work;home;False;True
855874;0;0;1;23793.0;25593.0;home;education;True;False
855874;1;1;2;61593.0;63393.0;education;home;False;True
856128;0;0;1;33732.0;35832.0;home;work;True;False
856128;1;1;2;77832.0;79932.0;work;home;False;True
856129;0;0;1;33989.0;34109.0;home;other;True;False
856129;1;1;2;34289.0;34409.0;other;home;False;False
856129;2;2;3;34589.0;34709.0;home;work;False;False
856129;3;3;4;53789.0;53969.0;work;home;False;False
856129;4;4;5;58889.0;59009.0;home;other;False;False
856129;5;5;6;59189.0;59309.0;other;home;False;False
856129;6;6;7;64589.0;64889.0;home;shop;False;False
856129;7;7;8;69389.0;69689.0;shop;home;False;True
856130;0;0;1;28916.0;29276.0;home;education;True;False
856130;1;1;2;41036.0;41396.0;education;home;False;False
856130;2;2;3;48416.0;48836.0;home;education;False;False
856130;3;3;4;60716.0;61076.0;education;home;False;False
856130;4;4;5;61316.0;61616.0;home;shop;False;False
856130;5;5;6;63416.0;63716.0;shop;home;False;True
858389;0;0;1;29198.0;30038.0;home;education;True;False
858389;1;1;2;63698.0;64238.0;education;home;False;False
858389;2;2;3;70898.0;77198.0;home;leisure;False;True
858390;0;0;1;28829.0;30749.0;home;education;True;False
858390;1;1;2;31829.0;32429.0;education;education;False;False
858390;2;2;3;37829.0;38429.0;education;education;False;False
858390;3;3;4;63029.0;63629.0;education;home;False;True
858391;0;0;1;27617.0;29417.0;home;work;True;False
858391;1;1;2;45017.0;45197.0;work;shop;False;False
858391;2;2;3;46217.0;46397.0;shop;work;False;False
858391;3;3;4;61817.0;63617.0;work;other;False;False
858391;4;4;5;63677.0;63917.0;other;home;False;True
858392;0;0;1;31193.0;32393.0;home;work;True;False
858392;1;1;2;66293.0;67193.0;work;home;False;True
859001;0;0;1;29962.0;30862.0;work;home;True;False
859001;1;1;2;70462.0;71062.0;home;work;False;True
859002;0;0;1;28334.0;33734.0;home;work;True;False
859002;1;1;2;63434.0;66434.0;work;home;False;True
859158;0;0;1;30600.0;40500.0;leisure;home;True;False
859158;1;1;2;45000.0;45420.0;home;work;False;False
859158;2;2;3;68400.0;69000.0;work;home;False;True
859159;0;0;1;37791.0;38691.0;home;other;True;False
859159;1;1;2;41991.0;42291.0;other;other;False;False
859159;2;2;3;44991.0;45591.0;other;leisure;False;False
