person_id;household_id;activity_index;iris_id;commune_id;departement_id;region_id;preceding_trip_index;following_trip_index;purpose;start_time;end_time;is_first;is_last
759613;365632;1;315552501;31555;31;76;0;1;work;26169.0;34569.0;False;False
759613;365632;2;314670101;31467;31;76;1;2;home;35169.0;48069.0;False;False
759613;365632;3;314670101;31467;31;76;2;3;home;49269.0;49569.0;False;False
759613;365632;4;314670101;31467;31;76;3;4;other;49869.0;50169.0;False;False
759613;365632;5;314670101;31467;31;76;4;5;home;50469.0;58869.0;False;False
759613;365632;6;314670101;31467;31;76;5;6;other;59469.0;60069.0;False;False
759613;365632;7;314670101;31467;31;76;6;7;other;60369.0;60969.0;False;False
759613;365632;8;314670101;31467;31;76;7;8;home;61569.0;62469.0;False;False
759613;365632;9;314670102;31467;31;76;8;9;other;62769.0;64269.0;False;False
759613;365632;10;314670101;31467;31;76;9;10;home;64869.0;68769.0;False;False
759613;365632;11;314670101;31467;31;76;10;11;shop;69369.0;69969.0;False;False
759613;365632;12;314670101;31467;31;76;11;-1;home;70569.0;;False;True
759614;365632;0;314670101;31467;31;76;-1;0;home;;60923.0;True;False
759614;365632;1;315410000;31541;31;76;0;1;leisure;64523.0;69923.0;False;False
759614;365632;2;314670101;31467;31;76;1;-1;home;73523.0;;False;True
759615;365632;0;314670101;31467;31;76;-1;0;home;;26333.0;True;False
759615;365632;1;314900000;31490;31;76;0;1;education;28253.0;29333.0;False;False
759615;365632;2;314900000;31490;31;76;1;2;education;29933.0;35333.0;False;False
759615;365632;3;314900000;31490;31;76;2;3;education;35933.0;60533.0;False;False
759615;365632;4;314670101;31467;31;76;3;-1;home;61133.0;;False;True
759931;365779;0;311600000;31160;31;76;-1;0;home;;29667.0;True;False
759931;365779;1;313510000;31351;31;76;0;1;leisure;30267.0;37767.0;False;False
759931;365779;2;311600000;31160;31;76;1;2;home;38367.0;73467.0;False;False
759931;365779;3;311600000;31160;31;76;2;3;leisure;73767.0;80067.0;False;False
759931;365779;4;311600000;31160;31;76;3;-1;home;80367.0;;False;True
761655;366561;0;311600000;31160;31;76;-1;0;home;;24322.0;True;False
761655;366561;1;322100000;32210;32;76;0;1;work;28822.0;41422.0;False;False
761655;366561;2;322100000;32210;32;76;1;2;work;45922.0;48622.0;False;False
761655;366561;3;322100000;32210;32;76;2;3;work;50422.0;57622.0;False;False
761655;366561;4;311600000;31160;31;76;3;-1;home;59422.0;;False;True
762037;366723;0;311600000;31160;31;76;-1;0;home;;49807.0;True;False
762037;366723;1;312970000;31297;31;76;0;1;leisure;50707.0;64207.0;False;False
762037;366723;2;311600000;31160;31;76;1;-1;home;65107.0;;False;True
762402;366883;0;311160103;31116;31;76;-1;0;home;;37041.0;True;False
762402;366883;1;312730000;31273;31;76;0;1;shop;37941.0;40641.0;False;False
762402;366883;2;311160103;31116;31;76;1;2;home;41541.0;44241.0;False;False
762402;366883;3;310440108;31044;31;76;2;3;leisure;46041.0;56841.0;False;False
762402;366883;4;311160103;31116;31;76;3;-1;home;58641.0;;False;True
762403;366883;0;311160103;31116;31;76;-1;0;home;;35515.0;True;False
762403;366883;1;314970000;31497;31;76;0;1;other;35755.0;49255.0;False;False
762403;366883;2;314100000;31410;31;76;1;-1;leisure;49375.0;;False;True
762404;366883;0;311160103;31116;31;76;-1;0;home;;44192.0;True;False
762404;366883;1;311160101;31116;31;76;0;1;other;44492.0;44792.0;False;False
762404;366883;2;311160103;31116;31;76;1;2;home;45092.0;53792.0;False;False
762404;366883;3;311160101;31116;31;76;2;3;other;54092.0;54392.0;False;False
762404;366883;4;311860000;31186;31;76;3;4;other;54992.0;57392.0;False;False
762404;366883;5;312050000;31205;31;76;4;5;shop;57992.0;61892.0;False;False
762404;366883;6;311160101;31116;31;76;5;6;other;62492.0;62792.0;False;False
762404;366883;7;311160103;31116;31;76;6;7;home;63092.0;67292.0;False;False
762404;366883;8;314670101;31467;31;76;7;8;other;67892.0;68192.0;False;False
762404;366883;9;311160103;31116;31;76;8;-1;home;68792.0;;False;True
762405;366883;0;311160103;31116;31;76;-1;0;home;;31070.0;True;False
762405;366883;1;311160103;31116;31;76;0;1;leisure;31670.0;60770.0;False;False
762405;366883;2;311160103;31116;31;76;1;2;home;61370.0;63470.0;False;False
762405;366883;3;314670102;31467;31;76;2;3;leisure;64070.0;64970.0;False;False
762405;366883;4;311160103;31116;31;76;3;-1;home;65990.0;;False;True
763543;367405;0;311600000;31160;31;76;-1;0;home;;32397.0;True;False
763543;367405;1;315551102;31555;31;76;0;1;work;32997.0;63297.0;False;False
763543;367405;2;311600000;31160;31;76;1;-1;home;63897.0;;False;True
766183;368611;0;311610000;31161;31;76;-1;0;leisure;;76363.0;True;False
766183;368611;1;311610000;31161;31;76;0;1;leisure;76963.0;77023.0;False;False
766183;368611;2;311610000;31161;31;76;1;-1;home;77563.0;;False;True
766184;368611;0;311610000;31161;31;76;-1;0;home;;40878.0;True;False
766184;368611;1;315060105;31506;31;76;0;1;leisure;41178.0;46878.0;False;False
766184;368611;2;315551102;31555;31;76;1;2;education;48078.0;66678.0;False;False
766184;368611;3;315551102;31555;31;76;2;3;education;67878.0;68178.0;False;False
766184;368611;4;311610000;31161;31;76;3;-1;home;68478.0;;False;True
766185;368611;0;311610000;31161;31;76;-1;0;home;;36989.0;True;False
766185;368611;1;310570000;31057;31;76;0;1;leisure;39689.0;63089.0;False;False
766185;368611;2;311610000;31161;31;76;1;2;home;64169.0;64889.0;False;False
766185;368611;3;311610000;31161;31;76;2;3;shop;65249.0;66389.0;False;False
766185;368611;4;311610000;31161;31;76;3;-1;home;67109.0;;False;True
766857;368921;0;310220102;31022;31;76;-1;0;home;;29497.0;True;False
766857;368921;1;314620000;31462;31;76;0;1;work;31897.0;67597.0;False;False
766857;368921;2;310220102;31022;31;76;1;-1;home;69157.0;;False;True
768548;369710;0;311160103;31116;31;76;-1;0;home;;35716.0;True;False
768548;369710;1;311160101;31116;31;76;0;1;shop;36616.0;37516.0;False;False
768548;369710;2;311160103;31116;31;76;1;-1;home;38416.0;;False;True
768549;369710;0;311160103;31116;31;76;-1;0;home;;30090.0;True;False
768549;369710;1;311160103;31116;31;76;0;1;leisure;32790.0;67890.0;False;False
768549;369710;2;311160103;31116;31;76;1;-1;home;69690.0;;False;True
770048;370377;0;315551301;31555;31;76;-1;0;work;;25470.0;True;False
770048;370377;1;311620000;31162;31;76;0;1;home;27270.0;61170.0;False;False
770048;370377;2;311620000;31162;31;76;1;2;other;61410.0;62070.0;False;False
770048;370377;3;311620000;31162;31;76;2;-1;home;62310.0;;False;True
770049;370377;0;311620000;31162;31;76;-1;0;home;;24684.0;True;False
770049;370377;1;312540000;31254;31;76;0;1;work;26484.0;31284.0;False;False
770049;370377;2;312540000;31254;31;76;1;2;work;31584.0;66384.0;False;False
770049;370377;3;311620000;31162;31;76;2;-1;home;68484.0;;False;True
772051;371296;0;311630000;31163;31;76;-1;0;home;;28309.0;True;False
772051;371296;1;310440108;31044;31;76;0;1;work;30469.0;44569.0;False;False
772051;371296;2;310440108;31044;31;76;1;2;work;45829.0;58969.0;False;False
772051;371296;3;310440108;31044;31;76;2;3;work;60649.0;62569.0;False;False
772051;371296;4;311630000;31163;31;76;3;-1;home;64669.0;;False;True
772052;371296;0;314450000;31445;31;76;-1;0;work;;57449.0;True;False
772052;371296;1;311630000;31163;31;76;0;1;home;59849.0;97049.0;False;False
772052;371296;2;314450000;31445;31;76;1;-1;work;98849.0;;False;True
772053;371296;0;311630000;31163;31;76;-1;0;home;;57662.0;True;False
772053;371296;1;313310000;31331;31;76;0;1;leisure;61262.0;66662.0;False;False
772053;371296;2;311630000;31163;31;76;1;-1;home;70262.0;;False;True
772288;371395;0;311630000;31163;31;76;-1;0;home;;30727.0;True;False
772288;371395;1;315551502;31555;31;76;0;1;education;30907.0;42367.0;False;False
772288;371395;2;311630000;31163;31;76;1;2;home;42547.0;48487.0;False;False
772288;371395;3;315551502;31555;31;76;2;3;education;48667.0;60187.0;False;False
772288;371395;4;311630000;31163;31;76;3;-1;home;60307.0;;False;True
773312;371853;0;311630000;31163;31;76;-1;0;home;;53354.0;True;False
773312;371853;1;315555902;31555;31;76;0;1;work;55454.0;67754.0;False;False
773312;371853;2;311630000;31163;31;76;1;-1;home;69854.0;;False;True
773313;371853;0;311630000;31163;31;76;-1;0;home;;25532.0;True;False
773313;371853;1;314450000;31445;31;76;0;1;education;27332.0;61532.0;False;False
773313;371853;2;311630000;31163;31;76;1;-1;home;63032.0;;False;True
773314;371853;0;311630000;31163;31;76;-1;0;home;;38436.0;True;False
773314;371853;1;310530000;31053;31;76;0;1;shop;38856.0;43356.0;False;False
773314;371853;2;311630000;31163;31;76;1;2;home;43836.0;52836.0;False;False
773314;371853;3;313550000;31355;31;76;2;3;shop;53316.0;54576.0;False;False
773314;371853;4;311630000;31163;31;76;3;4;shop;55056.0;56856.0;False;False
773314;371853;5;313550000;31355;31;76;4;5;other;56976.0;57156.0;False;False
773314;371853;6;311630000;31163;31;76;5;-1;home;57456.0;;False;True
773315;371853;0;311630000;31163;31;76;-1;0;home;;31845.0;True;False
773315;371853;1;313550000;31355;31;76;0;1;other;32145.0;32445.0;False;False
773315;371853;2;311630000;31163;31;76;1;-1;home;32745.0;;False;True
773316;371853;0;311630000;31163;31;76;-1;0;home;;28121.0;True;False
773316;371853;1;314450000;31445;31;76;0;1;education;28721.0;63521.0;False;False
773316;371853;2;311630000;31163;31;76;1;-1;home;64421.0;;False;True
776960;373472;0;311650000;31165;31;76;-1;0;home;;37357.0;True;False
776960;373472;1;311650000;31165;31;76;0;1;shop;37417.0;39157.0;False;False
776960;373472;2;311650000;31165;31;76;1;2;shop;39517.0;42157.0;False;False
776960;373472;3;311650000;31165;31;76;2;-1;home;42757.0;;False;True
777911;373865;0;311650000;31165;31;76;-1;0;home;;33858.0;True;False
777911;373865;1;315555902;31555;31;76;0;1;work;35058.0;44658.0;False;False
777911;373865;2;315555901;31555;31;76;1;2;other;45258.0;47658.0;False;False
777911;373865;3;315555902;31555;31;76;2;3;work;48258.0;65658.0;False;False
777911;373865;4;315553402;31555;31;76;3;4;other;65958.0;66018.0;False;False
777911;373865;5;311650000;31165;31;76;4;-1;home;68658.0;;False;True
777912;373865;0;311650000;31165;31;76;-1;0;home;;24744.0;True;False
777912;373865;1;312480000;31248;31;76;0;1;education;26544.0;60744.0;False;False
777912;373865;2;311650000;31165;31;76;1;-1;home;62244.0;;False;True
777913;373865;0;311650000;31165;31;76;-1;0;home;;29383.0;True;False
777913;373865;1;311650000;31165;31;76;0;1;education;29683.0;43783.0;False;False
777913;373865;2;311650000;31165;31;76;1;2;home;44083.0;50983.0;False;False
777913;373865;3;311650000;31165;31;76;2;3;education;51283.0;58183.0;False;False
777913;373865;4;311650000;31165;31;76;3;-1;home;58483.0;;False;True
777914;373865;0;311650000;31165;31;76;-1;0;home;;34525.0;True;False
777914;373865;1;310560102;31056;31;76;0;1;shop;35425.0;38125.0;False;False
777914;373865;2;311650000;31165;31;76;1;2;home;39025.0;41725.0;False;False
777914;373865;3;311010000;31101;31;76;2;3;leisure;43525.0;54325.0;False;False
777914;373865;4;311650000;31165;31;76;3;-1;home;56125.0;;False;True
778467;374123;0;311650000;31165;31;76;-1;0;home;;45230.0;True;False
778467;374123;1;315555802;31555;31;76;0;1;leisure;47030.0;66830.0;False;False
778467;374123;2;311650000;31165;31;76;1;-1;home;68630.0;;False;True
778468;374123;0;311650000;31165;31;76;-1;0;home;;50421.0;True;False
778468;374123;1;311490601;31149;31;76;0;1;shop;52221.0;54021.0;False;False
778468;374123;2;311650000;31165;31;76;1;-1;home;55821.0;;False;True
778673;374227;0;311770000;31177;31;76;-1;0;home;;55560.0;True;False
778673;374227;1;310670000;31067;31;76;0;1;leisure;57360.0;57360.0;False;False
778673;374227;2;311770000;31177;31;76;1;-1;home;59160.0;;False;True
779613;374655;0;311810000;31181;31;76;-1;0;home;;47336.0;True;False
779613;374655;1;311810000;31181;31;76;0;1;home;48236.0;50936.0;False;False
779613;374655;2;311810000;31181;31;76;1;2;home;51836.0;58136.0;False;False
779613;374655;3;311810000;31181;31;76;2;3;home;59036.0;59936.0;False;False
779613;374655;4;311810000;31181;31;76;3;-1;home;60836.0;;False;True
779614;374655;0;311810000;31181;31;76;-1;0;home;;25450.0;True;False
779614;374655;1;311010000;31101;31;76;0;1;leisure;26650.0;38050.0;False;False
779614;374655;2;311810000;31181;31;76;1;2;home;39250.0;50650.0;False;False
779614;374655;3;315170000;31517;31;76;2;3;shop;51850.0;54250.0;False;False
779614;374655;4;311810000;31181;31;76;3;4;home;55150.0;56050.0;False;False
779614;374655;5;313950107;31395;31;76;4;5;leisure;56650.0;63250.0;False;False
779614;374655;6;311810000;31181;31;76;5;-1;home;64150.0;;False;True
780680;375145;0;311820000;31182;31;76;-1;0;home;;19415.0;True;False
780680;375145;1;312820102;31282;31;76;0;1;work;19775.0;46415.0;False;False
780680;375145;2;311820000;31182;31;76;1;2;home;46715.0;52415.0;False;False
780680;375145;3;311570101;31157;31;76;2;3;shop;53615.0;57815.0;False;False
780680;375145;4;311820000;31182;31;76;3;4;home;58715.0;59615.0;False;False
780680;375145;5;311820000;31182;31;76;4;5;other;59735.0;60215.0;False;False
780680;375145;6;311820000;31182;31;76;5;-1;home;60395.0;;False;True
780681;375145;0;311820000;31182;31;76;-1;0;home;;52809.0;True;False
780681;375145;1;314450000;31445;31;76;0;1;work;54909.0;67209.0;False;False
780681;375145;2;311820000;31182;31;76;1;-1;home;69309.0;;False;True
780682;375145;0;311820000;31182;31;76;-1;0;home;;36489.0;True;False
780682;375145;1;311160103;31116;31;76;0;1;shop;36909.0;41409.0;False;False
780682;375145;2;311820000;31182;31;76;1;2;home;41889.0;50889.0;False;False
780682;375145;3;311820000;31182;31;76;2;3;shop;51369.0;52629.0;False;False
780682;375145;4;314670102;31467;31;76;3;4;shop;53109.0;54909.0;False;False
780682;375145;5;310220102;31022;31;76;4;5;other;55029.0;55209.0;False;False
780682;375145;6;311820000;31182;31;76;5;-1;home;55509.0;;False;True
783980;376604;0;311840000;31184;31;76;-1;0;home;;37462.0;True;False
783980;376604;1;311840000;31184;31;76;0;1;shop;38362.0;39262.0;False;False
783980;376604;2;311840000;31184;31;76;1;-1;home;40162.0;;False;True
785396;377200;0;311860000;31186;31;76;-1;0;home;;31611.0;True;False
785396;377200;1;314670102;31467;31;76;0;1;work;31791.0;43011.0;False;False
785396;377200;2;311860000;31186;31;76;1;2;home;43191.0;49611.0;False;False
785396;377200;3;314670102;31467;31;76;2;3;work;49791.0;68211.0;False;False
785396;377200;4;311860000;31186;31;76;3;-1;home;68391.0;;False;True
785397;377200;0;311860000;31186;31;76;-1;0;home;;26483.0;True;False
785397;377200;1;315555901;31555;31;76;0;1;work;27203.0;41003.0;False;False
785397;377200;2;311860000;31186;31;76;1;-1;home;41723.0;;False;True
787855;378319;0;311880000;31188;31;76;-1;0;home;;39295.0;True;False
787855;378319;1;311880000;31188;31;76;0;1;leisure;41095.0;41155.0;False;False
787855;378319;2;311880000;31188;31;76;1;2;home;43315.0;50995.0;False;False
787855;378319;3;311880000;31188;31;76;2;3;leisure;51715.0;65395.0;False;False
787855;378319;4;311880000;31188;31;76;3;-1;home;66295.0;;False;True
789581;379010;0;311880000;31188;31;76;-1;0;home;;29708.0;True;False
789581;379010;1;312910101;31291;31;76;0;1;other;29888.0;30908.0;False;False
789581;379010;2;310690110;31069;31;76;1;2;work;31508.0;43208.0;False;False
789581;379010;3;311880000;31188;31;76;2;3;home;43508.0;49808.0;False;False
789581;379010;4;310690110;31069;31;76;3;4;work;50108.0;74108.0;False;False
789581;379010;5;311880000;31188;31;76;4;-1;home;74408.0;;False;True
789582;379010;0;311880000;31188;31;76;-1;0;home;;35673.0;True;False
789582;379010;1;324250000;32425;32;76;0;1;shop;36573.0;39873.0;False;False
789582;379010;2;311880000;31188;31;76;1;2;home;40773.0;48273.0;False;False
789582;379010;3;315260102;31526;31;76;2;3;leisure;48873.0;56673.0;False;False
789582;379010;4;311880000;31188;31;76;3;-1;home;57273.0;;False;True
789583;379010;0;311880000;31188;31;76;-1;0;home;;42221.0;True;False
789583;379010;1;315880102;31588;31;76;0;1;leisure;42521.0;48221.0;False;False
789583;379010;2;315555401;31555;31;76;1;2;education;49421.0;68021.0;False;False
789583;379010;3;315555401;31555;31;76;2;3;education;69221.0;69521.0;False;False
789583;379010;4;311880000;31188;31;76;3;-1;home;69821.0;;False;True
792406;380225;0;310690105;31069;31;76;-1;0;work;;28520.0;True;False
792406;380225;1;311880000;31188;31;76;0;1;home;29420.0;69020.0;False;False
792406;380225;2;310690105;31069;31;76;1;-1;work;69620.0;;False;True
792438;380241;0;311880000;31188;31;76;-1;0;home;;45604.0;True;False
792438;380241;1;314660000;31466;31;76;0;1;other;46384.0;49324.0;False;False
792438;380241;2;311880000;31188;31;76;1;-1;home;49984.0;;False;True
792439;380241;0;311880000;31188;31;76;-1;0;home;;31561.0;True;False
792439;380241;1;310690111;31069;31;76;0;1;work;32461.0;38761.0;False;False
792439;380241;2;311880000;31188;31;76;1;2;home;39661.0;49561.0;False;False
792439;380241;3;310690111;31069;31;76;2;3;work;50761.0;56761.0;False;False
792439;380241;4;311880000;31188;31;76;3;4;home;58261.0;60361.0;False;False
792439;380241;5;310690111;31069;31;76;4;5;work;60661.0;63961.0;False;False
792439;380241;6;311880000;31188;31;76;5;-1;home;64261.0;;False;True
796717;382160;0;311920000;31192;31;76;-1;0;home;;46110.0;True;False
796717;382160;1;311130103;31113;31;76;0;1;leisure;47910.0;67710.0;False;False
796717;382160;2;311920000;31192;31;76;1;-1;home;69510.0;;False;True
796718;382160;0;311920000;31192;31;76;-1;0;home;;58238.0;True;False
796718;382160;1;314450000;31445;31;76;0;1;other;60038.0;60638.0;False;False
796718;382160;2;311920000;31192;31;76;1;-1;home;62738.0;;False;True
797818;382675;0;311930000;31193;31;76;-1;0;home;;32937.0;True;False
797818;382675;1;311930000;31193;31;76;0;1;leisure;33237.0;35937.0;False;False
797818;382675;2;311930000;31193;31;76;1;-1;home;36237.0;;False;True
798133;382799;0;312020000;31202;31;76;-1;0;home;;31967.0;True;False
798133;382799;1;820570000;82057;82;76;0;1;other;32567.0;33167.0;False;False
798133;382799;2;312020000;31202;31;76;1;2;home;33467.0;41867.0;False;False
798133;382799;3;312020000;31202;31;76;2;3;other;42167.0;43967.0;False;False
798133;382799;4;312020000;31202;31;76;3;-1;home;44267.0;;False;True
805818;386158;0;312020000;31202;31;76;-1;0;home;;24514.0;True;False
805818;386158;1;312540000;31254;31;76;0;1;work;25234.0;50614.0;False;False
805818;386158;2;312020000;31202;31;76;1;2;home;51274.0;64414.0;False;False
805818;386158;3;820270000;82027;82;76;2;3;other;65794.0;68254.0;False;False
805818;386158;4;312020000;31202;31;76;3;-1;home;69274.0;;False;True
805915;386218;0;312020000;31202;31;76;-1;0;home;;28309.0;True;False
805915;386218;1;315550402;31555;31;76;0;1;work;30709.0;60109.0;False;False
805915;386218;2;312020000;31202;31;76;1;-1;home;62809.0;;False;True
809825;387993;0;312020000;31202;31;76;-1;0;home;;56805.0;True;False
809825;387993;1;312020000;31202;31;76;0;1;leisure;61305.0;61305.0;False;False
809825;387993;2;312020000;31202;31;76;1;-1;home;65805.0;;False;True
809826;387993;0;312020000;31202;31;76;-1;0;home;;42148.0;True;False
809826;387993;1;312020000;31202;31;76;0;-1;leisure;43048.0;;False;True
818879;391819;0;312060000;31206;31;76;-1;0;home;;35679.0;True;False
818879;391819;1;091470000;09147;09;76;0;1;shop;36879.0;40479.0;False;False
818879;391819;2;312060000;31206;31;76;1;-1;home;41379.0;;False;True
819695;392202;0;312190000;31219;31;76;-1;0;home;;32011.0;True;False
819695;392202;1;313950108;31395;31;76;0;1;education;32191.0;43651.0;False;False
819695;392202;2;312190000;31219;31;76;1;2;home;43831.0;49771.0;False;False
819695;392202;3;313950108;31395;31;76;2;3;education;49951.0;61471.0;False;False
819695;392202;4;312190000;31219;31;76;3;-1;home;61591.0;;False;True
819696;392202;0;312190000;31219;31;76;-1;0;home;;25037.0;True;False
819696;392202;1;315550501;31555;31;76;0;1;work;27737.0;46637.0;False;False
819696;392202;2;312190000;31219;31;76;1;2;home;49337.0;56537.0;False;False
819696;392202;3;312860000;31286;31;76;2;3;shop;56837.0;57737.0;False;False
819696;392202;4;312190000;31219;31;76;3;-1;home;58037.0;;False;True
819697;392202;0;312190000;31219;31;76;-1;0;home;;40173.0;True;False
819697;392202;1;311530000;31153;31;76;0;1;leisure;42873.0;43173.0;False;False
819697;392202;2;312190000;31219;31;76;1;2;leisure;43473.0;50973.0;False;False
819697;392202;3;312190000;31219;31;76;2;-1;home;51273.0;;False;True
820249;392445;0;312200000;31220;31;76;-1;0;home;;57382.0;True;False
820249;392445;1;312200000;31220;31;76;0;1;leisure;61882.0;61882.0;False;False
820249;392445;2;312200000;31220;31;76;1;-1;home;66382.0;;False;True
822454;393356;0;312280000;31228;31;76;-1;0;home;;40066.0;True;False
822454;393356;1;312280000;31228;31;76;0;1;leisure;41386.0;41446.0;False;False
822454;393356;2;312280000;31228;31;76;1;2;home;42766.0;49186.0;False;False
822454;393356;3;315610103;31561;31;76;2;3;other;50266.0;51046.0;False;False
822454;393356;4;313580000;31358;31;76;3;4;shop;51706.0;54946.0;False;False
822454;393356;5;312280000;31228;31;76;4;-1;home;55906.0;;False;True
822901;393547;0;312280000;31228;31;76;-1;0;home;;30330.0;True;False
822901;393547;1;315550501;31555;31;76;0;1;work;32430.0;71730.0;False;False
822901;393547;2;312280000;31228;31;76;1;-1;home;72630.0;;False;True
822902;393547;0;312280000;31228;31;76;-1;0;home;;61585.0;True;False
822902;393547;1;314070000;31407;31;76;0;1;leisure;63385.0;76885.0;False;False
822902;393547;2;312280000;31228;31;76;1;-1;home;78085.0;;False;True
822903;393547;0;312280000;31228;31;76;-1;0;home;;32349.0;True;False
822903;393547;1;315553001;31555;31;76;0;1;education;32469.0;61449.0;False;False
822903;393547;2;312280000;31228;31;76;1;-1;home;61569.0;;False;True
822904;393547;0;312280000;31228;31;76;-1;0;home;;30505.0;True;False
822904;393547;1;314880102;31488;31;76;0;1;education;30865.0;42625.0;False;False
822904;393547;2;312280000;31228;31;76;1;2;home;42985.0;50005.0;False;False
822904;393547;3;314880102;31488;31;76;2;3;education;50425.0;62305.0;False;False
822904;393547;4;312280000;31228;31;76;3;4;home;62665.0;62905.0;False;False
822904;393547;5;311170000;31117;31;76;4;5;shop;63205.0;65005.0;False;False
822904;393547;6;312280000;31228;31;76;5;-1;home;65305.0;;False;True
822905;393547;0;312280000;31228;31;76;-1;0;home;;33054.0;True;False
822905;393547;1;315730000;31573;31;76;0;1;education;33234.0;44694.0;False;False
822905;393547;2;312280000;31228;31;76;1;2;home;44874.0;50814.0;False;False
822905;393547;3;315730000;31573;31;76;2;3;education;50994.0;62514.0;False;False
822905;393547;4;312280000;31228;31;76;3;-1;home;62634.0;;False;True
822906;393547;0;312280000;31228;31;76;-1;0;home;;29658.0;True;False
822906;393547;1;315552901;31555;31;76;0;1;work;30258.0;71058.0;False;False
822906;393547;2;312280000;31228;31;76;1;-1;home;71658.0;;False;True
824436;394171;0;312280000;31228;31;76;-1;0;home;;28636.0;True;False
824436;394171;1;315552902;31555;31;76;0;1;work;30796.0;44896.0;False;False
824436;394171;2;315552902;31555;31;76;1;2;work;46156.0;59296.0;False;False
824436;394171;3;315552902;31555;31;76;2;3;work;60976.0;62896.0;False;False
824436;394171;4;312280000;31228;31;76;3;-1;home;64996.0;;False;True
824437;394171;0;315553601;31555;31;76;-1;0;work;;28786.0;True;False
824437;394171;1;312280000;31228;31;76;0;1;home;29686.0;69286.0;False;False
824437;394171;2;315553601;31555;31;76;1;-1;work;69886.0;;False;True
824438;394171;0;312280000;31228;31;76;-1;0;home;;22953.0;True;False
824438;394171;1;314880102;31488;31;76;0;1;leisure;24453.0;25353.0;False;False
824438;394171;2;311820000;31182;31;76;1;2;work;25953.0;57753.0;False;False
824438;394171;3;312280000;31228;31;76;2;3;home;59553.0;81153.0;False;False
824438;394171;4;312280000;31228;31;76;3;4;leisure;82053.0;82053.0;False;False
824438;394171;5;312280000;31228;31;76;4;-1;home;82953.0;;False;True
824439;394171;0;312280000;31228;31;76;-1;0;home;;24292.0;True;False
824439;394171;1;310690105;31069;31;76;0;1;work;26092.0;59092.0;False;False
824439;394171;2;312280000;31228;31;76;1;-1;home;60892.0;;False;True
826075;394824;0;311170000;31117;31;76;-1;0;shop;;31482.0;True;False
826075;394824;1;312820102;31282;31;76;0;1;shop;31962.0;33642.0;False;False
826075;394824;2;312300000;31230;31;76;1;-1;home;34722.0;;False;True
826534;395012;0;311690101;31169;31;76;-1;0;home;;67340.0;True;False
826534;395012;1;311130104;31113;31;76;0;1;leisure;68540.0;78140.0;False;False
826534;395012;2;311690101;31169;31;76;1;-1;home;79340.0;;False;True
826535;395012;0;311690101;31169;31;76;-1;0;home;;37205.0;True;False
826535;395012;1;315552501;31555;31;76;0;1;leisure;38405.0;44405.0;False;False
826535;395012;2;311690101;31169;31;76;1;-1;home;45605.0;;False;True
835837;398832;0;312330000;31233;31;76;-1;0;home;;63663.0;True;False
835837;398832;1;312330000;31233;31;76;0;1;leisure;64563.0;64623.0;False;False
835837;398832;2;312330000;31233;31;76;1;-1;home;66063.0;;False;True
835838;398832;0;312330000;31233;31;76;-1;0;home;;36255.0;True;False
835838;398832;1;312330000;31233;31;76;0;1;shop;36375.0;36615.0;False;False
835838;398832;2;312330000;31233;31;76;1;2;shop;37455.0;38955.0;False;False
835838;398832;3;312400000;31240;31;76;2;3;shop;39375.0;39615.0;False;False
835838;398832;4;312330000;31233;31;76;3;4;home;40035.0;59775.0;False;False
835838;398832;5;312330000;31233;31;76;4;5;other;60195.0;61395.0;False;False
835838;398832;6;312330000;31233;31;76;5;-1;home;61815.0;;False;True
836586;399158;0;312350000;31235;31;76;-1;0;home;;53144.0;True;False
836586;399158;1;315900000;31590;31;76;0;1;other;53384.0;58304.0;False;False
836586;399158;2;313160000;31316;31;76;1;2;shop;58484.0;59984.0;False;False
836586;399158;3;312350000;31235;31;76;2;-1;home;60344.0;;False;True
836587;399158;0;312350000;31235;31;76;-1;0;home;;24347.0;True;False
836587;399158;1;821950000;82195;82;76;0;1;education;26147.0;60347.0;False;False
836587;399158;2;312350000;31235;31;76;1;-1;home;61847.0;;False;True
836588;399158;0;312350000;31235;31;76;-1;0;home;;27356.0;True;False
836588;399158;1;312350000;31235;31;76;0;1;work;29456.0;72356.0;False;False
836588;399158;2;312350000;31235;31;76;1;-1;home;74156.0;;False;True
837356;399476;0;312470000;31247;31;76;-1;0;home;;28316.0;True;False
837356;399476;1;314830105;31483;31;76;0;1;other;28436.0;28496.0;False;False
837356;399476;2;315552803;31555;31;76;1;2;other;30116.0;30176.0;False;False
837356;399476;3;315550402;31555;31;76;2;3;work;30236.0;44876.0;False;False
837356;399476;4;315551303;31555;31;76;3;4;leisure;45056.0;48476.0;False;False
837356;399476;5;315550402;31555;31;76;4;5;work;48716.0;66176.0;False;False
837356;399476;6;312470000;31247;31;76;5;-1;home;67616.0;;False;True
837357;399476;0;312470000;31247;31;76;-1;0;home;;30214.0;True;False
837357;399476;1;312470000;31247;31;76;0;1;education;30814.0;34714.0;False;False
837357;399476;2;313230000;31323;31;76;1;2;leisure;35914.0;41014.0;False;False
837357;399476;3;312470000;31247;31;76;2;3;education;42514.0;56314.0;False;False
837357;399476;4;312470000;31247;31;76;3;-1;home;59914.0;;False;True
837358;399476;0;312470000;31247;31;76;-1;0;home;;30500.0;True;False
837358;399476;1;312470000;31247;31;76;0;1;education;31340.0;65000.0;False;False
