household_id;iris_id;commune_id;departement_id;region_id;car_availability;bike_availability;number_of_vehicles;number_of_bikes;income;census_household_id
936376;320270000;32027;32;76;all;some;3;1;4967.156770394886;1980293
949081;321190000;32119;32;76;all;some;2;1;4023.0;1982828
959874;321620000;32162;32;76;all;all;3;1;1935.9508851225107;1984965
974673;322390000;32239;32;76;all;some;2;1;2075.62915437298;1987953
988428;323070000;32307;32;76;all;some;2;1;5102.07588126913;1990696
993315;323190000;32319;32;76;some;some;1;1;6755.547385337321;1991665
1015061;320130204;32013;32;76;some;some;1;1;2012.0;1996402
1049256;810930000;81093;81;76;all;some;3;1;2762.0856195965084;6361315
1071868;811300000;81130;81;76;all;all;1;1;1838.7316634156405;6367352
1101212;812030000;81203;81;76;all;some;2;1;2085.6698423439693;6373791
1103226;812090000;81209;81;76;some;some;1;1;2777.866230734197;6374195
1135569;812570102;81257;81;76;all;all;1;1;1083.0;6380631
1142909;812880000;81288;81;76;all;some;2;1;2608.6241090346193;6382102
1148040;813110000;81311;81;76;all;some;2;1;2493.55537968771;6383145
1177466;810600104;81060;81;76;all;some;2;1;1957.5;6392311
1180590;810600104;81060;81;76;some;some;1;1;1992.0;6392935
1207749;820020000;82002;82;76;some;some;2;1;747.4556921630533;6401309
1213232;820370101;82037;82;76;all;all;2;1;1544.0;6402396
1221524;820330101;82033;82;76;all;all;1;1;1054.0;6404108
1231799;820480000;82048;82;76;all;some;3;1;4448.0576969629155;6406800
1244633;820780000;82078;82;76;all;some;2;1;3770.3296997510392;6410037
1254169;820980000;82098;82;76;all;some;3;1;5230.107680289105;6411948
1259981;821150000;82115;82;76;all;some;3;1;2462.346636453865;6413109
1262219;821240000;82124;82;76;some;some;1;1;4748.5639426272155;6413559
1293777;821211102;82121;82;76;some;some;1;1;3812.5;6419970
1320717;821210201;82121;82;76;some;some;1;1;3514.0;6428470
16127;092610101;09261;09;76;all;all;1;2;988.0;413387
54693;092820000;09282;09;76;all;all;3;2;487.5;421085
119469;112030102;11203;11;76;some;all;1;2;3210.0;471363
136151;111950000;11195;11;76;all;all;2;2;2649.810178602257;475590
167560;113280000;11328;11;76;all;all;2;2;1892.2638799639935;481871
208674;110690702;11069;11;76;all;all;1;2;1698.0;491042
238687;112620305;11262;11;76;some;all;1;2;1320.0;500525
725121;315555102;31555;31;76;none;some;0;2;726.0;1914809
947693;321190000;32119;32;76;all;some;3;2;4322.0;1982555
951409;321270000;32127;32;76;all;all;2;2;1789.6375273964013;1983291
1064369;811050103;81105;81;76;all;all;2;2;2316.0;6365237
1069942;811050107;81105;81;76;all;all;2;2;1728.0;6366840
1243039;820750000;82075;82;76;all;all;1;2;571.0;6409712
1303817;821210701;82121;82;76;some;some;2;2;3424.0;6423118
1311851;821210503;82121;82;76;some;all;1;2;1111.5;6425690
1328174;112030102;11203;11;76;none;all;0;2;475.0;8081171
1371048;810040402;81004;81;76;none;all;0;2;2103.0;8343441
358;090080000;09008;09;76;all;all;2;3;4430.356479982688;410192
70384;092250101;09225;09;76;all;all;2;3;2701.5;424710
137759;112020000;11202;11;76;all;all;1;3;1747.1447617815245;475913
193660;114180000;11418;11;76;some;some;1;3;3433.6341133571073;487082
258663;310250000;31025;31;76;all;all;2;3;3820.568583648708;1799269
290146;310910000;31091;31;76;some;all;1;3;1966.5;1805626
305577;310690108;31069;31;76;all;all;2;3;266.40000000000003;1809598
410974;312690000;31269;31;76;all;all;2;3;3924.6400261062;1833162
503724;313960000;31396;31;76;some;some;3;3;1662.5;1854485
556050;314900000;31490;31;76;all;all;3;3;3267.0;1866073
566421;314170101;31417;31;76;some;all;1;3;4869.0;1869183
1080898;811470000;81147;81;76;some;some;2;3;4630.073106294013;6369151
1116046;812220000;81222;81;76;all;all;1;3;967.9403394319617;6376757
1129714;812610000;81261;81;76;all;all;3;3;4251.454498842661;6379473
1177351;810600101;81060;81;76;some;some;1;3;10276.5;6392288
1185248;810650501;81065;81;76;all;all;3;3;494.0;6394393
1315246;821210401;82121;82;76;all;all;2;3;5643.0;6426773
4276;090420000;09042;09;76;all;some;3;3;3080.8133173775473;410983
46122;092290000;09229;09;76;all;all;1;3;3138.8234561617223;419366
201367;110690901;11069;11;76;some;all;1;3;753.0;488729
274233;310520000;31052;31;76;all;some;3;3;7836.119894346602;1802432
281513;310750000;31075;31;76;some;some;3;3;7509.27128901215;1803896
393340;311690101;31169;31;76;all;all;2;3;3307.5;1829658
432691;313950105;31395;31;76;all;all;2;3;4266.0;1837602
496915;313810000;31381;31;76;some;all;1;3;437.5175702552183;1853135
526240;314550000;31455;31;76;some;all;1;3;2499.5614560893578;1858982
538396;314660000;31466;31;76;all;all;2;3;5789.432738288295;1861583
613655;315880102;31588;31;76;none;all;0;3;3600.0;1882447
624026;315880103;31588;31;76;some;all;1;3;1630.5;1885516
705080;315554702;31555;31;76;none;all;0;3;2030.0;1908572
865049;315554004;31555;31;76;all;all;1;3;1693.0;1958487
866661;315555701;31555;31;76;all;all;1;3;1343.0;1958987
894712;315550401;31555;31;76;some;all;1;3;4357.5;1967706
1019452;320130203;32013;32;76;all;all;3;3;3486.0;1997775
1090057;811770000;81177;81;76;some;some;1;3;4532.865544803365;6371320
1107374;812150000;81215;81;76;all;all;1;3;3458.007010956857;6375019
1349666;315570105;31557;31;76;none;all;0;3;1737.0;8150238
512;090090000;09009;09;76;all;none;1;0;1392.6217660497973;410223
23220;091220104;09122;09;76;all;none;1;0;2155.0;414798
26140;091430000;09143;09;76;all;none;1;0;1268.946439584759;415370
91073;110760107;11076;11;76;all;none;1;0;2923.0;464936
153254;112790000;11279;11;76;all;none;1;0;1880.9037502912283;479014
186496;113780000;11378;11;76;all;none;1;0;1547.6424593668453;485639
537672;314620000;31462;31;76;some;none;1;0;3437.397962582756;1861408
547139;314830101;31483;31;76;all;none;1;0;1623.0;1863673
598803;310440103;31044;31;76;some;none;1;0;5076.0;1878176
598829;310440105;31044;31;76;some;none;1;0;4278.0;1878181
724704;315552803;31555;31;76;all;none;1;0;2149.0;1914676
862572;315553703;31555;31;76;all;none;1;0;1839.0;1957711
999976;323700000;32370;32;76;all;none;2;0;2152.415910179314;1992999
1022928;320130301;32013;32;76;all;none;2;0;4498.5;1998862
1055679;810990102;81099;81;76;all;none;1;0;2881.0;6362637
1151464;810040802;81004;81;76;all;none;2;0;151.5;6384185
1155145;810040401;81004;81;76;all;none;1;0;267.0;6385368
1183727;810650601;81065;81;76;all;none;2;0;3124.5;6393906
533;090090000;09009;09;76;all;none;2;0;1994.9370406290786;410227
61948;093090000;09309;09;76;all;none;2;0;2514.004127065299;422569
213505;110690302;11069;11;76;some;none;1;0;4780.5;492562
380319;312020000;31202;31;76;some;none;1;0;2881.5;1827053
485508;314240101;31424;31;76;some;none;1;0;5092.5;1850212
589341;314920000;31492;31;76;some;none;2;0;2839.110379724952;1875765
679258;315554201;31555;31;76;some;none;1;0;2493.0;1900445
705078;315554802;31555;31;76;all;none;1;0;888.0;1908571
1211355;820130000;82013;82;76;some;none;1;0;312.0;6402021
1224757;820310000;82031;82;76;all;none;1;0;1971.1075939323136;6405007
745;090090000;09009;09;76;all;all;1;2;1769.1496413987213;410271
31455;091730000;09173;09;76;some;all;1;2;2300.0940381428654;416424
34303;091820000;09182;09;76;some;all;1;2;2441.3088984881997;416988
54978;092820000;09282;09;76;all;all;2;2;2808.0;421144
55760;092820000;09282;09;76;some;all;1;2;249.0;421303
76673;110140000;11014;11;76;all;all;1;2;1150.2379008802202;461883
92122;110760104;11076;11;76;some;all;1;2;1003.5;465206
96659;110760102;11076;11;76;some;all;1;2;27.0;466395
96916;110860000;11086;11;76;some;all;1;2;1077.345262318117;466462
133877;111780000;11178;11;76;all;all;2;2;3238.010688660019;475127
147543;112580000;11258;11;76;all;all;1;2;1647.5778686431504;477868
222278;110690902;11069;11;76;some;all;1;2;5643.0;495337
233228;112620301;11262;11;76;all;all;1;2;1285.0;498813
235043;112620206;11262;11;76;some;all;1;2;669.0;499368
251248;112620305;11262;11;76;some;all;1;2;2428.5;504555
373323;311860000;31186;31;76;all;all;1;2;1875.0;1825657
378125;311970000;31197;31;76;all;all;2;2;4781.6461596554645;1826609
378319;312020000;31202;31;76;all;all;2;2;3111.0;1826648
381528;312060000;31206;31;76;some;all;1;2;361.6416034977512;1827300
388049;312300000;31230;31;76;all;all;1;2;1837.0;1828603
435624;313950108;31395;31;76;all;all;2;2;1401.0;1838324
486051;314990101;31499;31;76;all;all;1;2;1433.0;1850367
498738;313890000;31389;31;76;some;all;1;2;1850.6046618925911;1853497
505205;313990000;31399;31;76;some;all;1;2;2844.854716459455;1854780
589298;315610104;31561;31;76;some;all;1;2;1236.0;1875754
604972;310440104;31044;31;76;all;some;3;2;11200.800000000001;1879732
624552;315570106;31557;31;76;all;all;1;2;118.5;1885677
701726;315556001;31555;31;76;some;all;1;2;4902.0;1907517
734739;315551901;31555;31;76;some;all;1;2;1885.5;1917803
757226;315553703;31555;31;76;all;all;1;2;468.0;1924813
791034;315554303;31555;31;76;some;some;1;2;1683.0;1935410
909291;315551801;31555;31;76;all;all;1;2;946.0;1972274
954142;321390000;32139;32;76;all;all;1;2;1704.673845305005;1983831
955323;321460000;32146;32;76;all;all;2;2;2157.438116950764;1984066
955479;321470000;32147;32;76;all;all;3;2;949.2562963087485;1984097
972361;322310000;32231;32;76;all;all;2;2;1879.0260884673962;1987490
979748;322680000;32268;32;76;some;all;1;2;1483.5952830266524;1988973
989558;321600102;32160;32;76;all;all;1;2;2068.0;1990920
990958;323110000;32311;32;76;all;all;2;2;1221.9457219238743;1991195
1035989;810500000;81050;81;76;some;all;1;2;2600.4625741796094;6358630
1044102;810740000;81074;81;76;some;all;1;2;1613.6221153027323;6360274
1049259;810940000;81094;81;76;some;all;1;2;4029.7861736166305;6361316
1076733;811440000;81144;81;76;some;all;1;2;4314.0;6368319
1087513;811400105;81140;81;76;all;all;1;2;1808.0;6370636
1093904;810210101;81021;81;76;all;all;2;2;1210.5;6372349
1120038;812330000;81233;81;76;some;all;1;2;3087.8632984949363;6377559
1143197;812880000;81288;81;76;some;all;1;2;4362.436481861584;6382159
1171759;810040304;81004;81;76;some;all;1;2;277.5;6390721
1184630;810650403;81065;81;76;all;all;1;2;1866.0;6394189
1186598;810650601;81065;81;76;some;all;1;2;711.0;6394823
1194178;810650602;81065;81;76;all;all;1;2;63.0;6397225
1194611;810650204;81065;81;76;all;all;1;2;3109.0;6397360
1199308;810650401;81065;81;76;some;all;1;2;2859.0;6398858
1206372;811630102;81163;81;76;some;all;1;2;3061.5;6401034
1228642;820390000;82039;82;76;all;all;2;2;2958.556871966761;6406088
1236538;821120102;82112;82;76;all;all;1;2;1383.0;6407848
1239820;821120101;82112;82;76;all;all;1;2;872.0;6408847
1298395;821211102;82121;82;76;all;all;2;2;2367.0;6421415
1308208;821210403;82121;82;76;all;all;1;2;958.0;6424521
789;090090000;09009;09;76;all;none;2;0;2288.420931864878;410280
49160;092640000;09264;09;76;all;none;2;0;2704.3109510092036;419974
122174;112030103;11203;11;76;all;none;2;0;595.0;472082
135241;111900000;11190;11;76;all;none;1;0;1264.09890345944;475405
179236;113610000;11361;11;76;some;none;1;0;2191.357918204175;484201
193908;114180000;11418;11;76;none;none;0;0;1732.4402692130286;487132
374655;311880000;31188;31;76;none;none;0;0;4221.011643261517;1825920
490382;314990101;31499;31;76;all;none;2;0;4227.0;1851547
498612;313890000;31389;31;76;all;none;1;0;987.4482219576126;1853472
606851;314460104;31446;31;76;none;none;0;0;1475.0;1880292
668390;315554801;31555;31;76;none;none;0;0;1149.0;1897053
682589;315553504;31555;31;76;none;none;0;0;2728.0;1901524
844678;315552403;31555;31;76;none;none;0;0;1512.0;1952165
955852;321470000;32147;32;76;all;none;2;0;1832.3685532357717;1984169
994245;323310000;32331;32;76;all;none;2;0;3667.141377546274;1991849
997700;323440000;32344;32;76;none;none;0;0;1439.797022080147;1992541
1057964;810990101;81099;81;76;all;none;1;0;2471.0;6363347
1077915;811440000;81144;81;76;all;none;2;0;3847.5;6368554
1081458;811560000;81156;81;76;some;none;1;0;6515.924636816382;6369265
1133013;812660000;81266;81;76;all;none;2;0;2468.493738422467;6380123
1177532;810600104;81060;81;76;all;none;3;0;4166.0;6392324
1254998;821020000;82102;82;76;all;none;3;0;1571.152284365785;6412112
1260533;821190000;82119;82;76;all;none;2;0;2363.5196340245593;6413220
1262338;821240000;82124;82;76;all;none;3;0;3851.8176603741704;6413584
1273041;821350000;82135;82;76;all;none;3;0;1366.092143374805;6415718
1312486;821211102;82121;82;76;all;none;2;0;2488.5;6425895
1343191;315840000;31584;31;76;none;none;0;0;2262.0;8148673
3607;090350000;09035;09;76;all;none;2;0;3100.200300431057;410846
13322;091110000;09111;09;76;all;none;1;0;2760.2854475005342;412822
31504;091740000;09174;09;76;all;none;1;0;3227.2497174043115;416434
49898;092650000;09265;09;76;all;none;1;0;1180.0758529074074;420123
54196;092770000;09277;09;76;all;none;2;0;1704.103381667224;420985
58619;093010000;09301;09;76;all;none;1;0;1952.863690382083;421888
87324;110520000;11052;11;76;all;none;2;0;4604.345142875951;464021
89823;110680000;11068;11;76;all;none;1;0;911.1195776139613;464602
90352;110760102;11076;11;76;all;none;1;0;918.0;464736
91546;110770000;11077;11;76;all;none;1;0;1056.8818804607968;465054
94049;110810000;11081;11;76;all;none;1;0;1206.0321891373333;465718
100849;111160102;11116;11;76;all;none;2;0;802.5;467381
101006;111060102;11106;11;76;all;none;2;0;2250.0;467414
106087;110990000;11099;11;76;all;none;2;0;3144.6684786373953;468446
106421;110990000;11099;11;76;all;none;1;0;2924.5862764710973;468516
110185;111110000;11111;11;76;all;none;2;0;1164.712016328148;469282
114335;111360000;11136;11;76;all;none;2;0;1754.7025999885477;470116
115639;111400000;11140;11;76;all;none;1;0;1129.4052900818067;470382
118862;111450000;11145;11;76;all;none;1;0;1210.0;471195
130008;112060104;11206;11;76;all;none;1;0;2466.0;474151
130460;111700000;11170;11;76;all;none;2;0;100.5;474266
142709;112210000;11221;11;76;all;none;1;0;2457.021619295745;476909
145267;112520000;11252;11;76;all;none;1;0;2271.0067494803657;477418
150873;112690000;11269;11;76;all;none;1;0;4978.435632667671;478540
151860;112720000;11272;11;76;all;none;2;0;3484.1639894813134;478737
154881;112840000;11284;11;76;all;none;2;0;2474.0480618916754;479338
155006;112850000;11285;11;76;all;none;2;0;3997.746981606968;479363
155776;112860000;11286;11;76;all;none;1;0;2882.0037963086374;479517
157399;112890000;11289;11;76;all;none;2;0;1371.0413000064777;479843
159583;112970000;11297;11;76;all;none;1;0;3408.1883702844843;480276
165942;113220000;11322;11;76;all;none;2;0;5305.228070815052;481546
167995;113320000;11332;11;76;all;none;1;0;4698.596855217905;481959
171441;113530000;11353;11;76;all;none;2;0;2724.6707246857977;482641
173369;113550000;11355;11;76;all;none;2;0;5289.752713433636;483026
175497;113560000;11356;11;76;all;none;2;0;32.244610186690586;483454
176345;113600000;11360;11;76;all;none;1;0;2577.815127149382;483622
180803;112660103;11266;11;76;all;none;1;0;1273.5;484510
184055;112660103;11266;11;76;all;none;1;0;2823.0;485154
189471;113970101;11397;11;76;all;none;1;0;3421.5;486237
190845;114080000;11408;11;76;all;none;2;0;2548.0408747863285;486514
199108;114290000;11429;11;76;all;none;1;0;3500.8704308911783;488187
199250;114300000;11430;11;76;all;none;1;0;2093.768375929788;488215
200711;110690703;11069;11;76;all;none;2;0;2794.5;488520
202744;110690904;11069;11;76;all;none;2;0;3816.0;489174
204777;110690902;11069;11;76;all;none;1;0;1992.0;489808
209824;110690904;11069;11;76;all;none;1;0;1611.0;491407
210975;110690903;11069;11;76;all;none;1;0;2557.5;491767
220270;110690403;11069;11;76;all;none;1;0;809.0;494701
224499;112620603;11262;11;76;all;none;1;0;1860.0;496035
230245;112620305;11262;11;76;all;none;1;0;3274.0;497868
235622;112620504;11262;11;76;all;none;2;0;3091.5;499546
237991;112620301;11262;11;76;all;none;1;0;363.0;500303
238962;112620502;11262;11;76;all;none;1;0;1642.0;500610
239074;112620602;11262;11;76;all;none;2;0;637.5;500650
243356;112620403;11262;11;76;all;none;1;0;3930.0;502014
253847;310030000;31003;31;76;all;none;2;0;9777.183151504905;1798294
281801;310770000;31077;31;76;all;none;2;0;1923.7592002865044;1803954
288449;310890000;31089;31;76;all;none;2;0;6208.362000912119;1805284
375800;311880000;31188;31;76;all;none;2;0;3969.444768780718;1826147
404399;312540000;31254;31;76;all;none;1;0;3823.5;1831851
412603;312710000;31271;31;76;all;none;3;0;934.1265657855497;1833492
435369;312960000;31296;31;76;all;none;1;0;3419.6377546279446;1838258
535508;314600000;31460;31;76;all;none;2;0;3540.0;1860884
535994;314600000;31460;31;76;all;none;2;0;5457.0;1861008
589540;314920000;31492;31;76;all;none;1;0;3754.648698218055;1875813
592629;314970000;31497;31;76;all;none;1;0;3424.5144399881365;1876593
772344;315552201;31555;31;76;all;none;2;0;1186.0;1929582
817109;315554007;31555;31;76;all;none;1;0;246.0;1943511
863331;315552803;31555;31;76;all;none;2;0;3814.0;1957953
887786;315553802;31555;31;76;all;none;2;0;3652.5;1965511
887841;315554004;31555;31;76;all;none;1;0;639.0;1965527
933983;320120000;32012;32;76;all;none;2;0;3050.0873577343777;1979811
935047;320260000;32026;32;76;all;none;2;0;3000.374800457407;1980026
946279;321100000;32110;32;76;all;none;1;0;2490.900718107446;1982278
957189;321470000;32147;32;76;all;none;1;0;1339.7221123184195;1984429
957412;321070103;32107;32;76;all;none;1;0;959.0;1984473
959465;321590000;32159;32;76;all;none;1;0;2120.1157804328664;1984884
968298;322130000;32213;32;76;all;none;2;0;481.96939930020903;1986675
985825;323020000;32302;32;76;all;none;2;0;2008.2898430239775;1990185
993733;323190000;32319;32;76;all;none;1;0;2956.911883552316;1991747
1001004;323770000;32377;32;76;all;none;2;0;2678.2752430775517;1993204
1007493;324250000;32425;32;76;all;none;1;0;2681.259427822628;1994509
1032456;810390000;81039;81;76;all;none;3;0;1616.9319285997308;6357922
1049683;810970000;81097;81;76;all;none;1;0;1542.7640060800834;6361401
1050635;811010000;81101;81;76;all;none;1;0;3093.6405274653657;6361594
1080745;811470000;81147;81;76;all;none;2;0;993.1671793997004;6369119
1086432;811700000;81170;81;76;all;none;2;0;1845.662045439491;6370342
1093871;811820000;81182;81;76;all;none;1;0;354.6095674843838;6372342
1097718;812000000;81200;81;76;all;none;1;0;2216.1454526141392;6373099
1103184;812080000;81208;81;76;all;none;3;0;2986.099659750621;6374186
1104835;811200101;81120;81;76;all;none;2;0;4740.0;6374517
1106916;811200102;81120;81;76;all;none;2;0;4206.0;6374928
1116976;812220000;81222;81;76;all;none;1;0;2867.55691969595;6376945
1117451;812250000;81225;81;76;all;none;2;0;3267.9979038636866;6377041
1119098;812300000;81230;81;76;all;none;2;0;3682.0942257043603;6377375
1123737;812440000;81244;81;76;all;none;1;0;3304.416675008325;6378295
1132416;812710102;81271;81;76;all;none;1;0;1446.0;6380009
1142411;812880000;81288;81;76;all;none;1;0;2693.277434132411;6381999
1148986;810040702;81004;81;76;all;none;1;0;478.0;6383374
1165563;810040301;81004;81;76;all;none;2;0;9.0;6388721
1169391;810040803;81004;81;76;all;none;1;0;975.0;6389948
1171803;810040402;81004;81;76;all;none;1;0;538.5;6390736
1175619;810040603;81004;81;76;all;none;1;0;669.0;6391942
1180229;810600101;81060;81;76;all;none;1;0;915.0;6392862
1181054;810650205;81065;81;76;all;none;1;0;1275.0;6393077
1184685;810650602;81065;81;76;all;none;2;0;1902.0;6394206
1197236;810650902;81065;81;76;all;none;1;0;2046.0;6398211
1201652;811630107;81163;81;76;all;none;2;0;1920.0;6399591
1206587;820020000;82002;82;76;all;none;1;0;3978.6237215470787;6401079
1211086;820130000;82013;82;76;all;none;1;0;700.0;6401970
1219028;820250000;82025;82;76;all;none;2;0;3246.087078377055;6403550
1229333;820330102;82033;82;76;all;none;1;0;300.0;6406271
1240114;820630000;82063;82;76;all;none;1;0;1334.5199580030803;6408934
1249019;820890000;82089;82;76;all;none;2;0;2174.7159863853167;6410919
1250909;820940000;82094;82;76;all;none;3;0;2157.0966188956763;6411300
1254348;820990000;82099;82;76;all;none;3;0;3553.1494124533615;6411983
1255323;821040000;82104;82;76;all;none;2;0;4302.349807073839;6412175
1266419;821250000;82125;82;76;all;none;2;0;4568.0;6414395
1266659;821250000;82125;82;76;all;none;1;0;1140.0;6414443
1269835;821340000;82134;82;76;all;none;2;0;3187.5;6415079
1271555;821340000;82134;82;76;all;none;2;0;2830.5;6415422
1272574;821350000;82135;82;76;all;none;2;0;2104.6625393522636;6415627
1282864;821680000;82168;82;76;all;none;1;0;2331.7345019790473;6417686
1292056;821890000;82189;82;76;all;none;2;0;1677.771311750912;6419527
1294110;821210801;82121;82;76;all;none;2;0;2659.5;6420071
913;090110000;09011;09;76;all;all;2;3;2362.8561459166417;410305
94223;110760104;11076;11;76;all;all;1;3;1048.5;465766
96778;110850000;11085;11;76;all;all;2;3;5802.078099598456;466427
474041;313580000;31358;31;76;all;all;2;3;2267.8983069276373;1847027
537591;314620000;31462;31;76;all;some;2;3;11854.24303404695;1861388
576170;312820102;31282;31;76;all;all;2;3;264.0;1871893
677351;315554702;31555;31;76;all;all;2;3;2527.2000000000003;1899844
766179;315551302;31555;31;76;all;all;2;3;2251.5;1927617
889606;315553101;31555;31;76;some;all;1;3;8703.0;1966083
1033079;810430000;81043;81;76;all;all;2;3;4508.491443328392;6358048
1083509;811640000;81164;81;76;some;all;1;3;2896.8001634189513;6369679
928;090140000;09014;09;76;all;all;1;2;1288.3719095223998;410308
46938;092350000;09235;09;76;some;some;1;2;3582.417141907632;419529
61453;093060000;09306;09;76;all;all;2;2;1990.3020876184833;422468
71264;092250101;09225;09;76;some;all;1;2;444.0;424986
71704;092250107;09225;09;76;all;some;1;2;1942.2;425127
75748;110120000;11012;11;76;some;all;1;2;172.56484467435524;461696
80343;110280000;11028;11;76;all;all;1;2;1430.463483059674;462621
84507;110400000;11040;11;76;all;some;2;2;6266.842905535033;463457
91202;110760107;11076;11;76;some;some;2;2;1011.4000000000001;464966
112303;111240000;11124;11;76;some;some;2;2;6792.661203852497;469707
130225;111700000;11170;11;76;all;some;2;2;1215.0;474207
131783;111700000;11170;11;76;some;some;2;2;214.0;474601
144430;112430000;11243;11;76;all;all;1;2;2912.194424971563;477252
168062;113320000;11332;11;76;some;some;2;2;4045.9582126709465;481972
168726;113370000;11337;11;76;all;all;2;2;2960.949416724809;482104
234587;112620505;11262;11;76;some;some;1;2;2287.8;499227
240104;112620206;11262;11;76;some;some;2;2;7217.4;500981
249714;112620303;11262;11;76;some;some;1;2;8990.0;504064
258379;310250000;31025;31;76;all;some;3;2;8561.160600467225;1799213
276063;310650000;31065;31;76;some;some;2;2;6739.5129201696445;1802805
276708;310650000;31065;31;76;some;some;2;2;2761.1339484955297;1802935
286007;310870000;31087;31;76;some;some;3;2;6716.7552386898815;1804793
299245;310690104;31069;31;76;all;all;1;2;1811.0;1807906
350079;311510000;31151;31;76;all;all;2;2;8708.472531261343;1820919
377835;311930000;31193;31;76;all;all;2;2;2726.807547682437;1826552
379010;312020000;31202;31;76;all;some;3;2;4396.0;1826789
394273;312470000;31247;31;76;all;some;2;2;3878.0268691351816;1829843
420029;312320102;31232;31;76;some;all;1;2;2698.5;1834988
442249;315470102;31547;31;76;some;some;1;2;3446.7999999999997;1839993
451169;313950104;31395;31;76;all;all;2;2;5538.0;1842236
464406;313410000;31341;31;76;some;some;2;2;1499.6;1845077
471219;313560000;31356;31;76;all;all;1;2;3370.5485407162705;1846417
474256;314240102;31424;31;76;some;some;1;2;2499.0;1847088
494821;314330105;31433;31;76;all;some;2;2;1096.2;1852722
512461;314160000;31416;31;76;all;some;3;2;2731.239802387787;1856222
516634;314210000;31421;31;76;all;all;2;2;3969.0;1857058
516747;314510101;31451;31;76;some;some;1;2;8200.0;1857081
525292;314540000;31454;31;76;some;some;3;2;1840.0;1858793
531154;314590000;31459;31;76;some;some;2;2;207.3016829253818;1859957
567302;311490802;31149;31;76;all;all;1;2;1120.0;1869436
578503;315610102;31561;31;76;all;some;3;2;1570.0;1872410
582627;314880101;31488;31;76;all;some;2;2;1092.6000000000001;1873690
591886;314970000;31497;31;76;some;all;1;2;3560.182865547511;1876407
611494;314460103;31446;31;76;all;all;2;2;1924.5;1881777
670658;315554805;31555;31;76;all;all;1;2;1959.0;1897767
677188;315555802;31555;31;76;all;all;1;2;1749.0;1899793
694826;315554802;31555;31;76;all;all;1;2;314.0;1905369
701241;315551805;31555;31;76;all;all;1;2;870.0;1907369
716455;315552202;31555;31;76;some;all;1;2;762.0;1912107
725813;315552301;31555;31;76;all;all;1;2;6117.0;1915026
727178;315550102;31555;31;76;all;all;2;2;1816.5;1915434
729051;315552101;31555;31;76;some;all;1;2;3966.0;1916012
738768;315555402;31555;31;76;some;some;1;2;1774.0;1919069
755761;315554005;31555;31;76;all;all;1;2;1821.0;1924358
758043;315554201;31555;31;76;all;all;2;2;2484.0;1925082
761943;315552103;31555;31;76;all;all;2;2;3522.0;1926292
776294;315551301;31555;31;76;all;all;1;2;1886.0;1930807
776780;315554703;31555;31;76;some;some;2;2;2235.0;1930961
778975;315550802;31555;31;76;some;some;2;2;4815.0;1931643
790845;315550102;31555;31;76;some;all;1;2;3159.0;1935341
820059;315551501;31555;31;76;some;all;1;2;3397.5;1944451
829739;315551807;31555;31;76;all;all;1;2;843.0;1947456
836947;315551203;31555;31;76;some;some;1;2;1070.0;1949744
840306;315551901;31555;31;76;all;all;2;2;3018.0;1950806
854318;315551803;31555;31;76;some;some;1;2;9290.0;1955157
901177;315554203;31555;31;76;all;all;1;2;5100.0;1969771
901557;315554005;31555;31;76;all;all;1;2;1725.0;1969892
906893;315553701;31555;31;76;all;all;1;2;1756.0;1971539
918971;315553502;31555;31;76;all;all;2;2;2184.0;1975286
921553;315553803;31555;31;76;all;all;2;2;3568.5;1976054
925150;315551901;31555;31;76;all;all;2;2;4300.5;1977168
942187;320830000;32083;32;76;all;all;1;2;1561.188313407848;1981460
956126;321070101;32107;32;76;some;all;1;2;2841.0;1984223
957268;321070103;32107;32;76;some;some;2;2;418.6;1984444
964385;321940000;32194;32;76;all;all;2;2;3438.9499740540696;1985875
979694;322660000;32266;32;76;some;some;3;2;8577.499677096423;1988963
1014473;320130302;32013;32;76;some;some;2;2;2553.6;1996220
1042617;810700000;81070;81;76;all;all;2;2;2967.392707809217;6359971
1061878;810990104;81099;81;76;all;all;1;2;1598.0;6364513
1117293;812220000;81222;81;76;all;all;2;2;2585.7774135875147;6377008
1122554;812390000;81239;81;76;some;some;2;2;3944.896725748081;6378059
1132247;812710101;81271;81;76;all;some;2;2;3947.4;6379976
1133877;812690000;81269;81;76;all;all;1;2;417.8590748614354;6380296
1138873;812760000;81276;81;76;some;some;1;2;3763.228093992696;6381281
1141251;812850000;81285;81;76;all;some;2;2;2549.264095051581;6381763
1164045;810040101;81004;81;76;all;all;1;2;29.0;6388230
1167889;810040402;81004;81;76;some;some;1;2;520.8000000000001;6389477
1183113;810650101;81065;81;76;some;all;1;2;2925.0;6393721
1184052;810650203;81065;81;76;all;all;1;2;3434.0;6394009
1190337;810650501;81065;81;76;some;all;1;2;409.5;6396010
1196177;810650206;81065;81;76;all;all;2;2;2118.0;6397873
1197340;810650101;81065;81;76;all;all;2;2;5962.5;6398243
1219119;820250000;82025;82;76;all;some;2;2;4364.249480897117;6403568
1219513;820270000;82027;82;76;all;some;2;2;1089.5571575820977;6403648
1273343;821350000;82135;82;76;some;some;2;2;7173.602777795468;6415778
1285723;821730000;82173;82;76;some;some;2;2;3386.046057780807;6418256
1318035;821211001;82121;82;76;all;all;2;2;3409.5;6427632
